Kategoriya,Sarlavha,Narx,Joy,Sana,Link
Elektronika,Transcend HDD arzon,801 126 сум,Эшангузар,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/transcend-hdd-arzon-ID419Fv.html
Elektronika,Телевизор Samsung Smart tv 45 Android Full Hd Доставка+Гарантия.,1 907 444 сум,"Ташкент, Алмазарский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/televizor-samsung-smart-tv-45-android-full-hd-dostavka-garantiya-ID3paIW.html
Elektronika,Кулер для воды Ziffler WD1166PB.,1 525 955 сум,"Ташкент, Чиланзарский район",Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/kuler-dlya-vody-ziffler-wd1166pb-ID3sElc.html
Elektronika,Телевизор Moonx 43H600.,2 416 096 сум,"Ташкент, Яшнабадский район",Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/televizor-moonx-43h600-ID3rICT.html
Elektronika,Shivaki 32 в хорошем состояние работает отлично,650 000 сумДоговорная,"Ташкент, Шайхантахурский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/shivaki-32-v-horoshem-sostoyanie-rabotaet-otlichno-ID44yDR.html
Elektronika,Моноблок Lenovo 27IRH9 | i5-13420H | 16GB | 512GB | Cloud Grey,8 519 916 сумДоговорная,"Ташкент, Мирабадский район",Сегодня в 10:54,https://www.olx.uz/d/obyavlenie/monoblok-lenovo-27irh9-i5-13420h-16gb-512gb-cloud-grey-ID3Zr9O.html
Elektronika,Кондиционер TCL 18 T-Pro 2  модель. Доставка бесплатная,5 086 517 сум,"Ташкент, Алмазарский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/konditsioner-tcl-18-t-pro-2-model-dostavka-besplatnaya-ID43ckN.html
Elektronika,СКИДКА 50% Фанкойл канального типа с проводным пультом управления.,788 410 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/skidka-50-fankoyl-kanalnogo-tipa-s-provodnym-pultom-upravleniya-ID3VKgv.html
Elektronika,Xolodilnik kalbasni,8 500 000 сум,"Ташкент, Бектемирский район",Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/xolodilnik-kalbasni-ID3pepg.html
Elektronika,LENOVO ideapad slim 5 ultra 7 155h,9 219 312 сум,"Ташкент, Шайхантахурский район",Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/lenovo-ideapad-slim-5-ultra-7-155h-ID44znv.html
Elektronika,"Wi-Fi роутер router Tp-Link Archer C6 гигабитный 2.4 ГГц, 5 ГГц",395 000 сум,"Ташкент, Мирабадский район",Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/wi-fi-router-router-tp-link-archer-c6-gigabitnyy-2-4-ggts-5-ggts-ID2ZJbb.html
Elektronika,Кондиционер Ziffler 12/18/24 DC Invertor Доставка бесплатно,3 369 817 сумДоговорная,"Ташкент, Шайхантахурский район",Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/konditsioner-ziffler-12-18-24-dc-invertor-dostavka-besplatno-ID44znw.html
Elektronika,"Сушилка для овощей и фруктов Eprova E24, гарантия 1 год, доставка!",3 000 000 сум,"Ташкент, Сергелийский район",Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/sushilka-dlya-ovoschey-i-fruktov-eprova-e24-garantiya-1-god-dostavka-ID44znl.html
Elektronika,"Интерактивная Панель 86"" Android 13 4\32Gb",17 548 484 сум,"Ташкент, Чиланзарский район",Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/interaktivnaya-panel-86-android-13-4-32gb-ID3lZn4.html
Elektronika,Atlant kir moshina sotilvoti azgina remont qiladigon joi bor,500 000 сум,Янгиюль,Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/atlant-kir-moshina-sotilvoti-azgina-remont-qiladigon-joi-bor-ID419AO.html
Elektronika,UDIMM 8x2 16GB 2666MGhz,400 000 сум,Кувасай,Сегодня в 10:57,https://www.olx.uz/d/obyavlenie/udimm-8x2-16gb-2666mghz-ID3rm7i.html
Elektronika,Жесткий диск Seagate Expansion 20TB,5 150 098 сум,"Ташкент, Шайхантахурский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/zhestkiy-disk-seagate-expansion-20tb-ID415H1.html
Elektronika,Варочные поверхности ZIFFLER optim malika siklat 2025new,1 004 587 сумДоговорная,"Ташкент, Шайхантахурский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/varochnye-poverhnosti-ziffler-optim-malika-siklat-2025new-ID41Ws4.html
Elektronika,Видео спиннер 360,4 900 000 сумДоговорная,"Ташкент, Чиланзарский район",11 июня 2025 г.,https://www.olx.uz/d/obyavlenie/video-spinner-360-ID43YDO.html
Elektronika,USB и Type-C to LAN 100/1000 Мбит/сек. Металлический корпус. Доставка.,80 000 сум,"Ташкент, Мирзо-Улугбекский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/usb-i-type-c-to-lan-100-1000-mbit-sek-metallicheskiy-korpus-dostavka-ID3ZuUm.html
Elektronika,Roborock S7 MaxV Ultra: еще мощнее работает для вас,15 895 366 сум,"Ташкент, Шайхантахурский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/roborock-s7-maxv-ultra-esche-moschnee-rabotaet-dlya-vas-ID348j0.html
Elektronika,Iphone xs 256 gb ideal,2 100 000 сум,Гюлабад,Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/iphone-xs-256-gb-ideal-ID44efK.html
Elektronika,Комплект клавиатура и мышь беспроводной Dell KM 3322,406 921 сум,"Ташкент, Шайхантахурский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/komplekt-klaviatura-i-mysh-besprovodnoy-dell-km-3322-ID415Iv.html
Elektronika,"Стиральная машина LG все моделы в наличии есть, бесплатная доставка",3 878 469 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/stiralnaya-mashina-lg-vse-modely-v-nalichii-est-besplatnaya-dostavka-ID3Mmvk.html
Elektronika,"Стиральная машина LG гарантия есть, рассрочка есть, доставка бесплатно",3 853 037 сумДоговорная,"Ташкент, Чиланзарский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/stiralnaya-mashina-lg-garantiya-est-rassrochka-est-dostavka-besplatno-ID3MjiC.html
Elektronika,Почти Новый! Xbox Series X 1TB! Мощная Консоль! Любые игры! Дешевле,5 073 801 сум,"Ташкент, Мирабадский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/pochti-novyy-xbox-series-x-1tb-moschnaya-konsol-lyubye-igry-deshevle-ID42KSA.html
Elektronika,"Стиральная машина LG рассрочка есть, в широком ассортимент, ДОСТАВКА",3 751 306 сумДоговорная,"Ташкент, Сергелийский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/stiralnaya-mashina-lg-rassrochka-est-v-shirokom-assortiment-dostavka-ID3SH3S.html
Elektronika,"Стиральная машина LG от 6 кг до 15 кг, все моделы есть, доставка есть",3 802 171 сумДоговорная,"Ташкент, Яккасарайский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/stiralnaya-mashina-lg-ot-6-kg-do-15-kg-vse-modely-est-dostavka-est-ID3NLO4.html
Elektronika,"Стиральная машина LG все моделы есть, низком ценом доставка бесплатно!",3 840 320 сумДоговорная,"Ташкент, Шайхантахурский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/stiralnaya-mashina-lg-vse-modely-est-nizkom-tsenom-dostavka-besplatno-ID3Mit2.html
Elektronika,"Стиральная машина LG низком ценом, все моделы есть, доставка БЕСПЛАТНО",3 522 413 сумДоговорная,"Ташкент, Сергелийский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/stiralnaya-mashina-lg-nizkom-tsenom-vse-modely-est-dostavka-besplatno-ID3LJt2.html
Elektronika,Redmi 14 c 8/256 4/128 6/128,1 131 750 сум,"Ташкент, Мирзо-Улугбекский район",02 июня 2025 г.,https://www.olx.uz/d/obyavlenie/redmi-14-c-8-256-4-128-6-128-ID3WUVy.html
Elektronika,"Игровой компьютер для стримов игр: CS2, PUBG, DOTA2 и т.д.",13 987 922 сум,Коканд,11 июня 2025 г.,https://www.olx.uz/d/obyavlenie/igrovoy-kompyuter-dlya-strimov-igr-cs2-pubg-dota2-i-t-d-ID44prN.html
Elektronika,Softbox +400 w bi color + 2.8 metr shtativ,1 144 466 сум,Дарбанд,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/softbox-400-w-bi-color-2-8-metr-shtativ-ID3Up7t.html
Elektronika,Kондиционер Artel 12 Marvarid INVERTER,4 132 795 сум,"Ташкент, Чиланзарский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/konditsioner-artel-12-marvarid-inverter-ID3hITc.html
Elektronika,Huawei FreeClip  .,1 589 537 сум,"Ташкент, Юнусабадский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/huawei-freeclip-ID3MrLh.html
Elektronika,Samsung S10 Plus,1 653 118 сум,Учкуприк,Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/samsung-s10-plus-ID3Ziai.html
Elektronika,Чехол для Z FOLD 6 скидка!!!,350 000 сум,"Ташкент, Сергелийский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/chehol-dlya-z-fold-6-skidka-ID3JXRt.html
Elektronika,Telefon sotiladi srochno,730 000 сумДоговорная,"Ташкент, Чиланзарский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/telefon-sotiladi-srochno-ID419AB.html
Elektronika,Продаю  Mi TV stick,500 000 сум,"Ташкент, Сергелийский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/prodayu-mi-tv-stick-ID3a9y8.html
Elektronika,Acer Noutbuk Core 3,3 300 000 сум,Самарканд,Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/acer-noutbuk-core-3-ID3tsVH.html
Elektronika,Grill aparat turestkiy pimak,11 000 000 сумДоговорная,Шафиркан,Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/grill-aparat-turestkiy-pimak-ID3REni.html
Elektronika,acer монитор компьютерный 22 размер,1 000 000 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/acer-monitor-kompyuternyy-22-razmer-ID3peoG.html
Elektronika,Samsung a10s sotoladi,850 000 сумДоговорная,Андижан,Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/samsung-a10s-sotoladi-ID3gQsV.html
Elektronika,Терминал Сбора Данных ТСД Urovo DT50P RFID,9 791 545 сум,"Ташкент, Чиланзарский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/terminal-sbora-dannyh-tsd-urovo-dt50p-rfid-ID3BqYR.html
Elektronika,Оптом нархларда Сув Осмос Фильтр - Suv Osmos Filtri,1 144 466 сумДоговорная,"Ташкент, Шайхантахурский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/optom-narhlarda-suv-osmos-filtr-suv-osmos-filtri-ID43pDf.html
Elektronika,Домашный кинотеатр,25 432 585 сум,Коканд,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/domashnyy-kinoteatr-ID40Usq.html
Elektronika,Hp 24 IPS LED m24fw,1 907 444 сум,"Ташкент, Юнусабадский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/hp-24-ips-led-m24fw-ID44zn4.html
Elektronika,Dayson sotiladi.Yangi qizim Rossiyadan yuboribdi original,4 999 000 сум,Ургенч,Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/dayson-sotiladi-yangi-qizim-rossiyadan-yuboribdi-original-ID42U6V.html
Elektronika,Холодильный стол 3-х,22 000 000 сумДоговорная,"Ташкент, Чиланзарский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/holodilnyy-stol-3-h-ID43eY3.html
Elektronika,Iphone 11 pro obmen naqd,2 416 096 сумДоговорная,Самарканд,Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/iphone-11-pro-obmen-naqd-ID419A7.html
Elektronika,"Ноутбук LENOVO ThinkBook 14 G7 IML /ULT 7-155H/8GB/512GB/14"" WUXGA BAG",9 918 708 сум,"Ташкент, Юнусабадский район",Сегодня в 10:56,https://www.olx.uz/d/obyavlenie/noutbuk-lenovo-thinkbook-14-g7-iml-ult-7-155h-8gb-512gb-14-wuxga-bag-ID3MAki.html
Elektronika,Fen фен для волос,50 000 сум,Самарканд,Сегодня в 10:55,https://www.olx.uz/d/obyavlenie/fen-fen-dlya-volos-ID3a9y2.html
Elektronika,Холодильник/АКЦИЯ/Большой выбор/с доставкой и гарантией,2 543 258 сум,"Ташкент, Юнусабадский район",Сегодня в 10:55,https://www.olx.uz/d/obyavlenie/holodilnik-aktsiya-bolshoy-vybor-s-dostavkoy-i-garantiey-ID432lr.html
Elektronika,Холодильник мини,1 500 000 сумДоговорная,Назарбек,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/holodilnik-mini-ID42x8f.html
Elektronika,HONOR X8A 8/128 Yangi,1 800 000 сумДоговорная,Карши,Сегодня в 10:55,https://www.olx.uz/d/obyavlenie/honor-x8a-8-128-yangi-ID3Emfx.html
Elektronika,Кондиционер GREE Fairy 12 inv(оригинал),6 866 798 сум,"Ташкент, Чиланзарский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/konditsioner-gree-fairy-12-invoriginal-ID40qFz.html
Elektronika,Оригинал! PS5 Джойстик DualSense (1шт) Sony Playstation 5,953 722 сум,"Ташкент, Яккасарайский район",04 июня 2025 г.,https://www.olx.uz/d/obyavlenie/original-ps5-dzhoystik-dualsense-1sht-sony-playstation-5-ID30GrC.html
Elektronika,Телевизор -32 Смарт Тв,900 000 сум,"Ташкент, Юнусабадский район",Сегодня в 10:14,https://www.olx.uz/d/obyavlenie/televizor-32-smart-tv-ID43EXk.html
Elektronika,Morozilnik Морозильник Morozilka Морозилка Marazilni stoyachiy стоячий,2 797 584 сум,"Ташкент, Мирабадский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/morozilnik-morozilnik-morozilka-morozilka-marazilni-stoyachiy-stoyachiy-ID44iqi.html
